# The portion FNDDS calls typical for each food, in grams. Generated by
# tools/TypicalPortionQuery. Do not edit by hand.
# Source: "stated" is the catalogue's own Quantity-not-specified amount;
# "median" is the middle of the portions it does list, for foods with no default.
# The grade is NOT computed on this. A letter is per 100 g and does not move with
# how much was eaten (ComponentStrategy). This is what the product shows beside it.
FdcId,Grams,Source,Description
2706318,90,stated,"Fish, tilapia, NFS"
2706319,90,stated,"Fish, tilapia, baked or broiled"
2706320,90,stated,"Fish, tilapia, grilled"
2706321,90,stated,"Fish, tilapia, baked or broiled, coated"
2706322,90,stated,"Fish, tilapia, fried"
2706323,90,stated,"Fish, tilapia, steamed"
2706324,90,stated,"Fish, white, mixed species, NFS"
2706325,90,stated,"Fish, white, mixed species, baked or broiled"
2706326,90,stated,"Fish, white, mixed species, baked or broiled, coated"
2706327,90,stated,"Fish, white, mixed species, fried"
2706328,90,stated,"Fish, white, mixed species, steamed"
2706329,90,stated,"Fish, white, mixed species, grilled"
2706330,85,stated,"Frog legs"
2706331,85,stated,"Octopus"
2706332,16,stated,"Caviar"
2706333,85,stated,"Calamari, cooked"
2706334,85,stated,"Calamari, fried"
2706335,85,stated,"Turtle"
2706336,85,stated,"Shellfish, NFS"
2706337,85,stated,"Abalone"
2706338,85,stated,"Clams, raw"
2706339,85,stated,"Clams, NFS"
2706340,85,stated,"Clams, baked or broiled"
2706341,85,stated,"Clams, fried"
2706342,85,stated,"Clams, steamed or boiled"
2706343,85,stated,"Clams, canned"
2706344,85,stated,"Crab"
2706345,85,stated,"Crab, canned"
2706346,65,stated,"Crab, soft shell"
2706347,85,stated,"Crayfish, fried"
2706348,85,stated,"Crayfish, cooked"
2706349,85,stated,"Lobster"
2706350,85,stated,"Mussels"
2706351,85,stated,"Oysters, raw"
2706352,85,stated,"Oysters, baked or broiled"
2706353,85,stated,"Oysters, steamed"
2706354,85,stated,"Oysters, fried"
2706355,85,stated,"Oysters, canned"
2706356,85,stated,"Scallops, baked or broiled"
2706357,85,stated,"Scallops, grilled"
2706358,85,stated,"Scallops, steamed or boiled"
2706359,85,stated,"Scallops, fried"
2706360,85,stated,"Shrimp, NFS"
2706361,85,stated,"Shrimp, baked or broiled"
2706362,85,stated,"Shrimp, grilled"
2706363,85,stated,"Shrimp, steamed or boiled"
2706364,85,stated,"Shrimp, fried"
2706365,85,stated,"Shrimp, baked or broiled, coated"
2706366,85,stated,"Shrimp, dried"
2706367,85,stated,"Shrimp, canned"
2706368,85,stated,"Escargot"
2706369,180,stated,"Barbecue meat, NFS"
2706370,187,stated,"Beef with tomato-based sauce"
2706371,183,stated,"Beef burgundy"
2706372,255,stated,"Guisada, beef"
2706373,255,stated,"Chili, NFS"
2706374,255,stated,"Chili with meat, from restaurant"
2706375,255,stated,"Chili with meat and beans"
2706376,255,stated,"Chili with meat, canned"
2706377,255,stated,"Chili with meat"
2706378,190,stated,"Sloppy joe, no bun"
2706379,183,stated,"Beef with gravy"
2706380,183,stated,"Salisbury steak with gravy"
2706381,192,stated,"Beef with cream or white sauce"
2706382,192,stated,"Beef stroganoff"
2706383,186,stated,"Creamed chipped or dried beef"
2706384,186,stated,"Swedish meatballs with cream or white sauce"
2706385,192,stated,"Beef with mushroom sauce"
2706386,183,stated,"Beef with soy-based sauce"
2706387,183,stated,"Steak teriyaki"
2706388,240,stated,"Beef curry"
2706389,200,stated,"Beef curry with rice"
2706390,180,stated,"Barbecue beef, with sauce"
2706391,85,stated,"Barbecue beef, no sauce"
2706392,189,stated,"Beef with sweet and sour sauce"
2706393,166,stated,"Stewed seasoned ground beef, Mexican style"
2706394,169,stated,"Steak tartare"
2706395,150,stated,"Meatballs, Puerto Rican style"
2706396,150,stated,"Stewed seasoned ground beef, Puerto Rican style"
2706397,150,stated,"Stewed dried beef, Puerto Rican style"
2706398,183,stated,"Ham or pork with gravy"
2706399,180,stated,"Barbecue pork, with sauce"
2706400,85,stated,"Barbecue pork, no sauce"
2706401,170,stated,"Sweet and sour pork"
2706402,183,stated,"Ham stroganoff"
2706403,183,stated,"Ham or pork with mushroom sauce"
2706404,187,stated,"Ham or pork with tomato-based sauce"
2706405,186,stated,"Sausage with tomato-based sauce"
2706406,60,stated,"Sausage gravy"
2706407,255,stated,"Guisada, pork"
2706408,183,stated,"Pork or ham with soy-based sauce"
2706409,125,stated,"Chili hot dog, no bun"
2706410,183,stated,"Frankfurters or hot dogs with tomato-based sauce"
2706411,177,stated,"Pork with chili and tomatoes"
2706412,150,stated,"Stewed pork, Puerto Rican style"
2706413,183,stated,"Lamb or mutton with gravy"
2706414,133,stated,"Stewed goat, Puerto Rican style"
2706415,105,stated,"Veal scallopini"
2706416,96,stated,"Veal Marsala"
2706417,157,stated,"Veal parmigiana"
2706418,229,stated,"Veal cordon bleu"
2706419,187,stated,"Venison or deer with tomato-based sauce"
2706420,183,stated,"Venison or deer with gravy"
2706421,244,stated,"Chicken or turkey cacciatore"
2706422,65,stated,"Spaghetti sauce with poultry"
2706423,65,stated,"Spaghetti sauce with poultry and added vegetables"
2706424,244,stated,"Stewed chicken with tomato-based sauce, Mexican style"
2706425,255,stated,"Chili with chicken and beans"
2706426,255,stated,"Chili with chicken"
2706427,255,stated,"Chili, white"
2706428,244,stated,"Chicken with gravy"
2706429,244,stated,"Chicken or turkey fricassee"
2706430,244,stated,"Turkey with gravy"
2706431,241,stated,"Chicken or turkey with cream sauce"
2706432,256,stated,"Chicken or turkey with mushroom sauce"
2706433,183,stated,"Chicken or turkey with teriyaki"
2706434,180,stated,"Barbecue chicken"
2706435,189,stated,"Sweet and sour chicken or turkey"
2706436,189,stated,"Sweet and sour chicken or turkey, without vegetables"
2706437,240,stated,"Chicken curry"
2706438,200,stated,"Chicken curry with rice"
2706439,244,stated,"Chicken with mole sauce"
2706440,241,stated,"Chicken or turkey with cheese sauce"
2706441,140,stated,"Chicken or turkey cordon bleu"
2706442,209,stated,"Chicken or turkey parmigiana"
2706443,189,stated,"Orange chicken"
2706444,189,stated,"Sesame chicken"
2706445,258,stated,"Chicken kiev"
2706446,210,stated,"Stuffed chicken, drumstick or breast, Puerto Rican style"
2706447,124,stated,"Fish with cream or white sauce, not tuna or lobster"
2706448,88,stated,"Fish timbale or mousse"
2706449,125,stated,"Shrimp cocktail"
2706450,118,stated,"Tuna with cream or white sauce"
2706451,125,stated,"Seafood thermidor"
2706452,32,stated,"Seafood sauce"
2706453,65,stated,"Spaghetti sauce with seafood"
2706454,65,stated,"Spaghetti sauce with seafood and added vegetables"
2706455,92,stated,"Shrimp with lobster sauce"
2706456,132,stated,"Sweet and sour shrimp"
2706457,5,stated,"Fish sauce"
2706458,125,stated,"Shrimp scampi"
2706459,111,stated,"Fish with tomato-based sauce"
2706460,240,stated,"Fish curry"
2706461,200,stated,"Fish curry with rice"
2706462,113,stated,"Shrimp teriyaki"
2706463,125,stated,"Ceviche"
2706464,85,stated,"Crabs in tomato-based sauce, Puerto Rican style"
2706465,106,stated,"Shrimp in garlic sauce, Puerto Rican style"
2706466,255,stated,"Stew, fish"
2706467,129,stated,"Meatballs, NS as to type of meat, with sauce"
2706468,95,stated,"Meat loaf, Puerto Rican style"
2706469,187,stated,"Meat with tomato-based sauce"
2706470,65,stated,"Spaghetti sauce with meat"
2706471,65,stated,"Spaghetti sauce with meat and added vegetables"
2706472,166,stated,"Stewed, seasoned, ground beef and pork, Mexican style"
2706473,183,stated,"Meat with gravy, NS as to type of meat,"
2706474,142,stated,"Beef and potatoes, no sauce"
2706475,189,stated,"Beef and potatoes with cream sauce, white sauce or mushroom sauce"
2706476,142,stated,"Beef, roast, hash"
2706477,165,stated,"Corned beef hash"
2706478,187,stated,"Beef and potatoes with cheese sauce"
2706479,166,stated,"Stewed, seasoned, ground beef with potatoes, Mexican style"
2706480,195,stated,"Beef and noodles, no sauce"
2706481,307,stated,"Beef and macaroni with cheese sauce"
2706482,311,stated,"Beef and noodles with tomato-based sauce"
2706483,255,stated,"Chili with macaroni"
2706484,311,stated,"Beef and noodles with gravy"
2706485,311,stated,"Beef and noodles with cream or white sauce"
2706486,320,stated,"Beef stroganoff with noodles"
2706487,311,stated,"Beef and noodles with mushroom sauce"
2706488,249,stated,"Beef and noodles with soy-based sauce"
2706489,245,stated,"Beef and rice, no sauce"
2706490,245,stated,"Biryani with meat"
2706491,305,stated,"Beef and rice with tomato-based sauce"
2706492,132,stated,"Porcupine balls with tomato-based sauce"
2706493,277,stated,"Beef and rice with gravy"
2706494,310,stated,"Beef and rice with cream sauce"
2706495,310,stated,"Beef and rice with mushroom sauce"
2706496,132,stated,"Porcupine balls with mushroom sauce"
2706497,244,stated,"Beef and rice with soy-based sauce"
2706498,310,stated,"Beef and rice with cheese sauce"
2706499,84,stated,"Meat loaf made with beef"
2706500,108,stated,"Meat loaf made with beef, with tomato-based sauce"
2706501,87,stated,"Beef wellington"
2706502,100,stated,"Corned beef patty"
2706503,159,stated,"Beef stew with potatoes, Puerto Rican style"
2706504,84,stated,"Meat loaf made with ham"
2706505,305,stated,"Ham and noodles with cream or white sauce"
2706506,310,stated,"Ham and rice with mushroom sauce"
2706507,150,stated,"Ham or pork with stuffing"
2706508,105,stated,"Ham croquette"
2706509,305,stated,"Pork and rice with tomato-based sauce"
2706510,305,stated,"Sausage and rice with tomato-based sauce"
2706511,305,stated,"Sausage and rice with mushroom sauce"
2706512,305,stated,"Sausage and rice with cheese sauce"
2706513,305,stated,"Sausage and noodles with cream or white sauce"
2706514,196,stated,"Ham and noodles, no sauce"
2706515,245,stated,"Ham or pork and rice, no sauce"
2706516,189,stated,"Ham or pork and potatoes with gravy"
2706517,187,stated,"Ham or pork and potatoes with cheese sauce"
2706518,138,stated,"Stewed pig's feet, Puerto Rican style"
2706519,255,stated,"Stew, pork"
2706520,255,stated,"Stew, pork, with pasta"
2706521,70,stated,"Lamb or mutton loaf"
2706522,189,stated,"Lamb or mutton and potatoes with gravy"
2706523,189,stated,"Lamb or mutton and potatoes with tomato-based sauce"
2706524,311,stated,"Lamb or mutton and noodles with gravy"
2706525,84,stated,"Meat loaf made with venison/deer"
2706526,311,stated,"Venison or deer and noodles with cream or white sauce"
2706527,190,stated,"Chicken or turkey hash"
2706528,242,stated,"Chicken or turkey and potatoes with gravy"
2706529,196,stated,"Chicken or turkey and noodles, no sauce"
2706530,280,stated,"Chicken or turkey and noodles with gravy"
2706531,280,stated,"Chicken or turkey and noodles with mushroom sauce"
2706532,280,stated,"Chicken or turkey and noodles with cream or white sauce"
2706533,280,stated,"Chicken or turkey and noodles with cheese sauce"
2706534,307,stated,"Chicken or turkey tetrazzini"
2706535,280,stated,"Chicken or turkey and noodles with tomato-based sauce"
2706536,224,stated,"Chicken or turkey and noodles with soy-based sauce"
2706537,245,stated,"Chicken or turkey and rice, no sauce"
2706538,245,stated,"Biryani with chicken"
2706539,310,stated,"Chicken or turkey and rice with cream sauce"
2706540,310,stated,"Chicken or turkey and rice with mushroom sauce"
2706541,305,stated,"Chicken or turkey and rice with tomato-based sauce"
2706542,244,stated,"Chicken or turkey and rice with soy-based sauce"
2706543,244,stated,"Chicken or turkey with dumplings"
2706544,200,stated,"Chicken or turkey with stuffing"
2706545,140,stated,"Chicken or turkey cake, patty, or croquette"
2706546,80,stated,"Chicken or turkey souffle"
2706547,140,stated,"Meat loaf made with chicken or turkey"
2706548,178,stated,"Meat loaf made with chicken or turkey, with tomato-based sauce"
2706549,85,stated,"Crab, cake"
2706550,85,stated,"Fish, cake or patty"
2706551,125,stated,"Gefilte fish"
2706552,85,stated,"Fish, salmon cake or patty"
2706553,196,stated,"Shrimp and noodles, no sauce"
2706554,280,stated,"Shrimp and noodles with gravy"
2706555,280,stated,"Shrimp and noodles with mushroom sauce"
2706556,280,stated,"Shrimp and noodles with cream or white sauce"
2706557,224,stated,"Shrimp and noodles with soy-based sauce"
2706558,280,stated,"Shrimp and noodles with cheese sauce"
2706559,280,stated,"Shrimp and noodles with tomato sauce"
2706560,120,stated,"Tuna cake or patty"
2706561,120,stated,"Clam cake or patty"
2706562,135,stated,"Flounder with crab stuffing"
2706563,135,stated,"Lobster with bread stuffing, baked"
2706564,85,stated,"Clams Casino"
2706565,85,stated,"Shrimp, cake or patty"
2706566,70,stated,"Shrimp with crab stuffing"
2706567,48,stated,"Shrimp toast"
2706568,85,stated,"Imitation crab meat"
2706569,80,stated,"Seafood souffle"
2706570,280,stated,"Tuna noodle casserole with cream or white sauce"
2706571,280,stated,"Tuna noodle casserole with mushroom sauce"
2706572,310,stated,"Tuna and rice with mushroom sauce"
2706573,310,stated,"Fish and rice with tomato-based sauce"
2706574,310,stated,"Fish and rice with cream sauce"
2706575,310,stated,"Fish and rice with mushroom sauce"
2706576,280,stated,"Fish and noodles with mushroom sauce"
2706577,280,stated,"Shellfish and noodles with tomato-based sauce"
2706578,106,stated,"Stewed salmon, Puerto Rican style"
2706579,84,stated,"Meat loaf, NS as to type of meat"
2706580,129,stated,"Meatballs, with breading, NS as to type of meat, with gravy"
2706581,84,stated,"Meat loaf made with beef and pork"
2706582,84,stated,"Meat loaf made with beef, veal and pork"
2706583,108,stated,"Meat loaf made with beef and pork, with tomato-based sauce"
2706584,142,stated,"Hash, NS as to type of meat"
2706585,131,stated,"Vienna sausages stewed with potatoes, Puerto Rican style"
2706586,166,stated,"Stewed, seasoned, ground beef and pork with potatoes, Mexican style"
2706587,121,stated,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
2706588,121,stated,"Beef, potatoes, and vegetables, excluding carrots, broccoli, and dark-green leafy; no sauce"
2706589,121,stated,"Corned beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
2706590,121,stated,"Corned beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
2706591,255,stated,"Stew, beef, canned"
2706592,255,stated,"Stew, beef"
2706593,255,stated,"Stew, beef, with pasta"
2706594,250,stated,"Shepherd's pie"
2706595,189,stated,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
2706596,189,stated,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
2706597,189,stated,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce"
2706598,189,stated,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce"
2706599,189,stated,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
2706600,189,stated,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
2706601,189,stated,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce"
2706602,189,stated,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
2706603,189,stated,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce"
2706604,189,stated,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce"
2706605,202,stated,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
2706606,202,stated,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
2706607,220,stated,"Beef chow mein or chop suey with noodles"
2706608,217,stated,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce"
2706609,217,stated,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce"
2706610,311,stated,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
2706611,311,stated,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
2706612,311,stated,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce"
2706613,311,stated,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce"
2706614,311,stated,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
2706615,311,stated,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
2706616,202,stated,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
2706617,202,stated,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
2706618,311,stated,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
2706619,311,stated,"Beef, rice, and vegetables excluding carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
2706620,202,stated,"Stuffed cabbage rolls with beef and rice"
2706621,202,stated,"Stuffed grape leaves with beef and rice"
2706622,311,stated,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce"
2706623,311,stated,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce"
2706624,311,stated,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce"
2706625,311,stated,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
2706626,311,stated,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
2706627,311,stated,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
2706628,217,stated,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce"
2706629,217,stated,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce"
2706630,250,stated,"Pot pie, beef"
2706631,187,stated,"Beef, dumplings, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
2706632,187,stated,"Beef, dumplings, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
2706633,250,stated,"Stuffed green pepper, Puerto Rican style"
2706634,202,stated,"Ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
2706635,202,stated,"Ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
2706636,301,stated,"Ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
2706637,121,stated,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
2706638,311,stated,"Ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
2706639,311,stated,"Sausage, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
2706640,311,stated,"Sausage, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
2706641,189,stated,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
2706642,189,stated,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
2706643,189,stated,"Sausage, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
2706644,189,stated,"Sausage, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
2706645,189,stated,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
2706646,189,stated,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
2706647,121,stated,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
2706648,220,stated,"Pork chow mein or chop suey with noodles"
2706649,217,stated,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce"
2706650,217,stated,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce"
2706651,311,stated,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
2706652,311,stated,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
2706653,121,stated,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
2706654,121,stated,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
2706655,244,stated,"Sweet and sour pork with rice"
2706656,315,stated,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
2706657,315,stated,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
2706658,315,stated,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy"
2706659,202,stated,"Stuffed grape leaves with lamb and rice"
2706660,255,stated,"Stew, lamb"
2706661,164,stated,"Stewed rabbit, Puerto Rican style,"
2706662,189,stated,"Venison or deer, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
2706663,189,stated,"Venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
2706664,311,stated,"Venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
2706665,311,stated,"Venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
2706666,531,stated,"Chicken or turkey, potatoes, corn, and cheese, with gravy"
2706667,162,stated,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
2706668,162,stated,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
2706669,252,stated,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
2706670,252,stated,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
2706671,252,stated,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce"
2706672,252,stated,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce"
2706673,252,stated,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce"
2706674,252,stated,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
2706675,252,stated,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
2706676,252,stated,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
2706677,255,stated,"Stew, chicken, with pasta"
2706678,255,stated,"Stew, chicken"
2706679,202,stated,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
2706680,202,stated,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
2706681,280,stated,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
2706682,280,stated,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
2706683,280,stated,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce"
2706684,280,stated,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce"
2706685,280,stated,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
2706686,280,stated,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
2706687,220,stated,"Chicken or turkey chow mein or chop suey with noodles"
2706688,305,stated,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce"
2706689,305,stated,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
2706690,202,stated,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
2706691,202,stated,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
2706692,315,stated,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
2706693,315,stated,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
2706694,480,stated,"Chicken or turkey, rice, corn, and cheese, with gravy"
2706695,217,stated,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce"
2706696,217,stated,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce"
2706697,315,stated,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce"
2706698,315,stated,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce"
2706699,311,stated,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce"
2706700,311,stated,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
2706701,311,stated,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
2706702,311,stated,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
2706703,250,stated,"Pot pie, chicken"
2706704,162,stated,"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
2706705,162,stated,"Chicken or turkey,stuffing, and vegetables excluding carrots, broccoli, and dark green leafy; no sauce"
2706706,244,stated,"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
2706707,244,stated,"Chicken or turkey, stuffing, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
2706708,249,stated,"Chicken or turkey, dumplings, and vegetables including carrots, broccoli, and/or dark green leafy; gravy"
2706709,249,stated,"Chicken or turkey, dumplings, and vegetables excluding carrots, broccoli, and dark green leafy; gravy"
2706710,223,stated,"Chicken fricassee, Puerto Rican style"
2706711,300,stated,"Paella with seafood"
2706712,220,stated,"Shrimp chow mein or chop suey with noodles"
2706713,304,stated,"Shrimp creole, with rice"
2706714,280,stated,"Tuna noodle casserole with vegetables, cream or white sauce"
2706715,305,stated,"Fish, noodles, and vegetables including carrots, broccoli, and/or dark green leafy; cheese sauce"
2706716,305,stated,"Fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
2706717,255,stated,"Soup, bouillabaisse"
2706718,280,stated,"Tuna noodle casserole with vegetables and mushroom sauce"
2706719,86,stated,"Codfish with starchy vegetables, Puerto Rican style"
2706720,88,stated,"Biscayne codfish, Puerto Rican style"
2706721,255,stated,"Stew, NFS"
2706722,220,stated,"Chow mein or chop suey, NS as to type of meat, with noodles"
2706723,300,stated,"Paella, NFS"
2706724,220,stated,"Chow mein or chop suey, various types of meat, with noodles"
2706725,210,stated,"Stewed tripe, with potatoes, Puerto Rican style"
2706726,305,stated,"Gumbo with rice"
2706727,305,stated,"Jambalaya with meat and rice"
2706728,121,stated,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce"
2706729,121,stated,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce"
2706730,115,stated,"Beef shish kabob with vegetables, excluding potatoes"
2706731,187,stated,"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce"
2706732,187,stated,"Swiss steak"
2706733,134,stated,"Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce"
2706734,187,stated,"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce"
2706735,189,stated,"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce"
2706736,189,stated,"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce"
2706737,163,stated,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce"
2706738,163,stated,"Beef and broccoli"
2706739,163,stated,"Beef, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce"
