# The portion FNDDS calls typical for each food, in grams. Generated by
# tools/TypicalPortionQuery. Do not edit by hand.
# Source: "stated" is the catalogue's own Quantity-not-specified amount;
# "median" is the middle of the portions it does list, for foods with no default.
# The grade is NOT computed on this. A letter is per 100 g and does not move with
# how much was eaten (ComponentStrategy). This is what the product shows beside it.
FdcId,Grams,Source,Description
2707887,175,stated,"Cake or cupcake, strawberry"
2707888,200,stated,"Cake, torte"
2707889,200,stated,"Cake, tres leche"
2707890,115,stated,"Cake, pineapple, upside down"
2707891,175,stated,"Cake or cupcake, white with white icing, bakery"
2707892,150,stated,"Cake or cupcake, white with white icing, from mix"
2707893,175,stated,"Cake or cupcake, white with chocolate icing, bakery"
2707894,150,stated,"Cake or cupcake, white with chocolate icing, from mix"
2707895,65,stated,"Cake or cupcake, white, no icing"
2707896,175,stated,"Cake, strawberry shortcake"
2707897,200,stated,"Cake or cupcake, zucchini"
2707898,63,stated,"Cookie, batter or dough, raw"
2707899,60,stated,"Cookie, NFS"
2707900,60,stated,"Cookie, almond"
2707901,60,stated,"Cookie, applesauce"
2707902,64,stated,"Cookie, biscotti"
2707903,50,stated,"Cookie, brownie, NS as to icing"
2707904,50,stated,"Cookie, brownie, without icing"
2707905,65,stated,"Cookie, brownie, with icing or filling"
2707906,50,stated,"Cookie, brownie, reduced fat, NS as to icing"
2707907,50,stated,"Cookie, butterscotch, brownie"
2707908,50,stated,"Cookie, bar, with chocolate"
2707909,60,stated,"Cookie, chocolate chip"
2707910,60,stated,"Cookie, chocolate chip, made from home recipe or purchased at a bakery"
2707911,60,stated,"Cookie, chocolate chip, reduced fat"
2707912,42,stated,"Cookie, chocolate chip sandwich"
2707913,60,stated,"Cookie, chocolate, made with rice cereal"
2707914,60,stated,"Cookie, chocolate, made with oatmeal and coconut, no bake"
2707915,60,stated,"Cookie, chocolate or fudge"
2707916,60,stated,"Cookie, marshmallow, chocolate-covered"
2707917,78,stated,"Cookie, marshmallow pie, chocolate covered"
2707918,84,stated,"Cookie, chocolate, with icing or coating"
2707919,45,stated,"Cookie, sugar wafer, chocolate-covered"
2707920,42,stated,"Cookie, chocolate sandwich"
2707921,42,stated,"Cookie, chocolate sandwich, reduced fat"
2707922,45,stated,"Cookie, chocolate, sandwich, with extra filling"
2707923,42,stated,"Cookie, chocolate and vanilla sandwich"
2707924,18,stated,"Cookie, chocolate wafer"
2707925,42,stated,"Cookie, graham cracker with chocolate and marshmallow"
2707926,38,stated,"Cookie bar, with chocolate, nuts, and graham crackers"
2707927,60,stated,"Cookie, coconut"
2707928,38,stated,"Cookie, fruit-filled bar"
2707929,32,stated,"Cookie, fig bar"
2707930,24,stated,"Cookie, fortune"
2707931,4,stated,"Cookie, cone shell, ice cream type, wafer or cake"
2707932,60,stated,"Cookie, gingersnaps"
2707933,60,stated,"Cookie, granola"
2707934,25,stated,"Cookie, ladyfinger"
2707935,38,stated,"Cookie, lemon bar"
2707936,48,stated,"Cookie, macaroon"
2707937,60,stated,"Cookie, marshmallow, with coconut"
2707938,76,stated,"Cookie, marshmallow, with rice cereal, no bake"
2707939,76,stated,"Cookie, marshmallow, with rice cereal and chocolate chips"
2707940,76,stated,"Cookie, marshmallow and peanut butter, with oat cereal, no bake"
2707941,15,stated,"Cookie, meringue"
2707942,60,stated,"Cookie, molasses"
2707943,48,stated,"Cookie, Lebkuchen"
2707944,60,stated,"Cookie, multigrain, high fiber"
2707945,60,stated,"Cookie, oatmeal"
2707946,60,stated,"Cookie, oatmeal, with raisins"
2707947,60,stated,"Cookie, oatmeal, reduced fat, NS as to raisins"
2707948,42,stated,"Cookie, oatmeal sandwich, with creme filling"
2707949,60,stated,"Cookie, oatmeal, with chocolate chips"
2707950,42,stated,"Cookie, oatmeal sandwich, with peanut butter and jelly filling"
2707951,60,stated,"Cookie, oatmeal, with chocolate and peanut butter, no bake"
2707952,60,stated,"Cookie, peanut butter"
2707953,60,stated,"Cookie, peanut butter, with chocolate"
2707954,76,stated,"Cookie, peanut butter with rice cereal, no bake"
2707955,42,stated,"Cookie, peanut butter sandwich"
2707956,42,stated,"Cookie, with peanut butter filling, chocolate-coated"
2707957,26,stated,"Cookie, Pfeffernusse"
2707958,26,stated,"Cookie, Pizzelle"
2707959,60,stated,"Cookie, pumpkin"
2707960,60,stated,"Cookie, raisin"
2707961,42,stated,"Cookie, raisin sandwich, cream-filled"
2707962,22,stated,"Cookie, rum ball, no bake"
2707963,42,stated,"Cookie, sandwich-type, not chocolate or vanilla"
2707964,60,stated,"Cookie, shortbread"
2707965,60,stated,"Cookie, shortbread, reduced fat"
2707966,42,stated,"Cookie, shortbread, with icing or filling"
2707967,35,stated,"Pocky"
2707968,20,stated,"Cookie, animal"
2707969,20,stated,"Cookie, animal, with frosting or icing"
2707970,60,stated,"Cookie, butter or sugar"
2707971,21,stated,"Marie biscuit"
2707972,60,stated,"Cookie, butter or sugar, with fruit and/or nuts"
2707973,24,stated,"Cookie, sugar wafer"
2707974,38,stated,"Cookie, toffee bar"
2707975,42,stated,"Cookie, vanilla sandwich"
2707976,42,stated,"Cookie, vanilla sandwich, extra filling"
2707977,42,stated,"Cookie, vanilla sandwich, reduced fat"
2707978,42,stated,"Cookie, butter or sugar, with chocolate icing or filling"
2707979,42,stated,"Cookie, butter or sugar, with icing or filling other than chocolate"
2707980,15,stated,"Cookie, tea, Japanese"
2707981,16,stated,"Cookie, vanilla wafer"
2707982,16,stated,"Cookie, vanilla wafer, reduced fat"
2707983,84,stated,"Cookie, vanilla with caramel, coconut, and chocolate coating"
2707984,46,stated,"Cookie, rugelach"
2707985,60,stated,"Cookie, chocolate chip, reduced sugar"
2707986,60,stated,"Cookie, oatmeal, reduced sugar"
2707987,36,stated,"Cookie, sandwich, reduced sugar"
2707988,60,stated,"Cookie, sugar or plain, sugar free"
2707989,24,stated,"Cookie, sugar wafer, sugar free"
2707990,60,stated,"Cookie, peanut butter, sugar free"
2707991,60,stated,"Cookie, gluten free"
2707992,38,stated,"Cookies, Puerto Rican style"
2707993,150,stated,"Pie, NFS"
2707994,125,stated,"Tart, all types"
2707995,150,stated,"Pie, apple"
2707996,125,stated,"Pie, apple, fast food"
2707997,150,stated,"Pie, berry"
2707998,150,stated,"Pie, blueberry"
2707999,150,stated,"Pie, cherry"
2708000,150,stated,"Pie, lemon"
2708001,150,stated,"Pie, key lime"
2708002,150,stated,"Pie, peach"
2708003,150,stated,"Pie, strawberry"
2708004,150,stated,"Pie, banana cream"
2708005,150,stated,"Pie, chocolate cream"
2708006,150,stated,"Pie, coconut cream"
2708007,150,stated,"Pie, custard"
2708008,108,stated,"Dessert pizza"
2708009,150,stated,"Pie, peanut butter cream"
2708010,150,stated,"Pie, pineapple cream"
2708011,150,stated,"Pie, pumpkin"
2708012,150,stated,"Pie, sweet potato"
2708013,150,stated,"Pie, vanilla cream"
2708014,150,stated,"Pie, lemon meringue"
2708015,150,stated,"Pie, pecan"
2708016,150,stated,"Pie, oatmeal"
2708017,25,stated,"Pie shell"
2708018,25,stated,"Pie shell, graham cracker"
2708019,125,stated,"Cobbler, apple"
2708020,125,stated,"Cobbler, berry"
2708021,125,stated,"Cobbler, cherry"
2708022,125,stated,"Cobbler, peach"
2708023,125,stated,"Crisp, apple"
2708024,100,stated,"Fritter, plain"
2708025,100,stated,"Fritter, fruit"
2708026,125,stated,"Crisp, berry"
2708027,125,stated,"Crisp, cherry"
2708028,125,stated,"Crisp, peach"
2708029,70,stated,"Cream puff, eclair, custard or cream filled, NS as to icing"
2708030,70,stated,"Cream puff, eclair, custard or cream filled, not iced"
2708031,70,stated,"Cream puff, eclair, custard or cream filled, iced"
2708032,70,stated,"Cream puff, eclair, custard or cream filled, iced, reduced fat"
2708033,70,stated,"Cream puff, no filling or icing"
2708034,70,stated,"Sopaipilla, without syrup or honey"
2708035,70,stated,"Sopaipilla with syrup or honey"
2708036,80,stated,"Crepe, chocolate filled"
2708037,80,stated,"Crepe, fruit filled"
2708038,70,stated,"Tamale, sweet"
2708039,125,stated,"Strudel, apple"
2708040,125,stated,"Strudel, berry"
2708041,125,stated,"Strudel, cherry"
2708042,125,stated,"Strudel, cheese"
2708043,125,stated,"Strudel, peach"
2708044,80,stated,"Baklava"
2708045,80,stated,"Basbousa"
2708046,75,stated,"Turnover, fruit"
2708047,70,stated,"Pastry, fruit-filled"
2708048,70,stated,"Pastry, made with bean or lotus seed paste filling, baked"
2708049,70,stated,"Pastry, made with bean paste and salted egg yolk filling, baked"
2708050,70,stated,"Pastry, Chinese, made with rice flour"
2708051,70,stated,"Pastry, cookie type, fried"
2708052,70,stated,"Pastry, Italian, with cheese"
2708053,70,stated,"Pastry, puff"
2708054,70,stated,"Pastry, puff, custard or cream filled, iced or not iced"
2708055,70,stated,"Cheese pastry puffs"
2708056,70,stated,"Pastry, mainly flour and water, fried"
2708057,75,stated,"Empanada, fruit"
2708058,70,stated,"Breakfast pastry, NFS"
2708059,70,stated,"Danish pastry, plain or spice"
2708060,70,stated,"Danish pastry, with fruit"
2708061,70,stated,"Danish pastry, with cheese"
2708062,75,stated,"Doughnut, NFS"
2708063,60,stated,"Doughnut, cake type, plain"
2708064,75,stated,"Doughnut, chocolate"
2708065,65,stated,"Doughnut, cake type, powdered sugar"
2708066,75,stated,"Doughnut, cake type, with icing"
2708067,75,stated,"Doughnut, cake type, chocolate icing"
2708068,75,stated,"Doughnut, chocolate, with chocolate icing"
2708069,15,stated,"Doughnut holes"
2708070,45,stated,"Churros"
2708071,45,stated,"Beignet"
2708072,60,stated,"Doughnut, yeast type"
2708073,75,stated,"Doughnut, yeast type, with chocolate icing"
2708074,80,stated,"Doughnut, jelly"
2708075,80,stated,"Doughnut, custard-filled"
2708076,90,stated,"Doughnut, custard-filled, with icing"
2708077,70,stated,"Breakfast tart"
2708078,70,stated,"Breakfast tart, lowfat"
2708079,65,stated,"Coffee cake, crumb or quick-bread type"
2708080,78,stated,"Coffee cake, crumb or quick-bread type, with fruit"
2708081,65,stated,"Coffee cake, crumb or quick-bread type, cheese-filled"
2708082,40,stated,"Cereal or granola bar (General Mills Fiber One Chewy Bar)"
2708083,37,stated,"Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar)"
2708084,37,stated,"Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar)"
2708085,32,stated,"Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar)"
2708086,40,stated,"Milk 'n Cereal bar"
2708087,23,stated,"Cereal or granola bar (Kellogg's Special K bar)"
2708088,78,stated,"Cereal or granola bar (Kashi Chewy)"
2708089,35,stated,"Cereal or granola bar (Kashi Crunchy)"
2708090,40,stated,"Cereal or granola bar (KIND Fruit and Nut Bar)"
2708091,35,stated,"Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix)"
2708092,35,stated,"Cereal or granola bar, with yogurt coating (General Mills Nature Valley Chewy Granola Bar)"
2708093,35,stated,"Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar)"
2708094,21,stated,"Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar)"
2708095,24,stated,"Cereal or granola bar (Quaker Chewy Granola Bar)"
2708096,24,stated,"Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar)"
2708097,24,stated,"Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar)"
2708098,31,stated,"Cereal or granola bar (Quaker Chewy Dipps Granola Bar)"
2708099,20,stated,"Cereal or granola bar (Quaker Granola Bites)"
2708100,60,stated,"Snack bar, oatmeal"
2708101,43,stated,"Cereal or Granola bar, NFS"
2708102,24,stated,"Cereal or granola bar, lowfat, NFS"
2708103,43,stated,"Cereal or granola bar, nonfat"
2708104,24,stated,"Cereal or granola bar, reduced sugar, NFS"
2708105,40,stated,"Cereal or granola bar, fruit and nut"
2708106,43,stated,"Cereal or granola bar, peanuts , oats, sugar, wheat germ"
2708107,35,stated,"Cereal or granola bar, chocolate coated, NFS"
2708108,39,stated,"Cereal or granola bar, with coconut, chocolate coated"
2708109,35,stated,"Cereal or granola bar with nuts, chocolate coated"
2708110,35,stated,"Cereal or granola bar, oats, nuts, coated with non-chocolate coating"
2708111,28,stated,"Cereal or granola bar, coated with non-chocolate coating"
2708112,28,stated,"Cereal or granola bar, high fiber, coated with non-chocolate yogurt coating"
2708113,28,stated,"Cereal or granola bar, with rice cereal"
2708114,43,stated,"Breakfast bar, NFS"
2708115,45,stated,"Breakfast bar, date, with yogurt coating"
2708116,37,stated,"Breakfast bar, cereal crust with fruit filling, lowfat"
2708117,50,stated,"Nutrition bar (Balance Original Bar)"
2708118,68,stated,"Nutrition bar (Clif Bar)"
2708119,36,stated,"Nutrition bar (Clif Kids Organic Zbar)"
2708120,68,stated,"Nutrition bar (PowerBar)"
2708121,56,stated,"Nutrition bar (Slim Fast Original Meal Bar)"
2708122,80,stated,"Nutrition bar (Snickers Marathon Protein Bar)"
2708123,50,stated,"Nutrition bar (South Beach Living Meal Bar)"
2708124,35,stated,"Nutrition bar (South Beach Living High Protein Bar)"
2708125,35,stated,"Nutrition bar (Tiger's Milk)"
2708126,50,stated,"Nutrition bar (Zone Perfect Classic Crunch)"
2708127,34,stated,"Nutrition bar or meal replacement bar, NFS"
2708128,7,stated,"Baby Toddler snack, NFS"
2708129,20,stated,"Baby Toddler bar"
2708130,7,stated,"Baby Toddler cookie"
2708131,7,stated,"Baby Toddler biscuit"
2708132,18,stated,"Crackers, NFS"
2708133,18,stated,"Graham crackers"
2708134,18,stated,"Graham crackers (Teddy Grahams)"
2708135,18,stated,"Graham crackers, chocolate covered"
2708136,18,stated,"Crackers, oatmeal"
2708137,18,stated,"Crackers, Cuban"
2708138,18,stated,"Graham crackers, reduced fat"
2708139,18,stated,"Graham crackers, sandwich, with filling"
2708140,18,stated,"Crackers, breakfast biscuit"
2708141,18,stated,"Crackers, butter, reduced sodium"
2708142,18,stated,"Crackers, matzo, reduced sodium"
2708143,18,stated,"Crackers, saltine, reduced sodium"
2708144,18,stated,"Crackers, wheat, reduced sodium"
2708145,18,stated,"Crackers, woven wheat, reduced sodium"
2708146,18,stated,"Crackers, butter, plain"
2708147,18,stated,"Crackers, butter, flavored"
2708148,18,stated,"Crackers, butter (Ritz)"
2708149,18,stated,"Crackers, butter, reduced fat"
2708150,18,stated,"Crackers, cheese"
2708151,18,stated,"Crackers, cheese (Cheez-It)"
2708152,18,stated,"Crackers, cheese (Goldfish)"
2708153,18,stated,"Crackers, cheese, reduced fat"
2708154,18,stated,"Crackers, cheese, reduced sodium"
2708155,18,stated,"Crackers, cheese, whole grain"
2708156,18,stated,"Crackers, crispbread"
2708157,18,stated,"Crackers, flatbread"
2708158,18,stated,"Crackers, matzo"
2708159,18,stated,"Crackers, milk"
2708160,18,stated,"Crackers, oyster"
2708161,30,stated,"Chips, rice"
2708162,18,stated,"Rice cake"
2708163,18,stated,"Crackers, rice"
2708164,18,stated,"Crackers, rice and nuts"
2708165,18,stated,"Popcorn cake"
2708166,18,stated,"Rice paper"
2708167,18,stated,"Crackers, saltine"
2708168,18,stated,"Crackers, saltine, reduced fat"
2708169,18,stated,"Crackers, saltine, multigrain"
2708170,18,stated,"Crackers, multigrain"
2708171,18,stated,"Crackers, sandwich"
2708172,18,stated,"Crackers, sandwich, peanut butter filled"
2708173,18,stated,"Crackers, sandwich, peanut butter filled (Ritz)"
2708174,18,stated,"Crackers, sandwich, reduced fat, peanut butter filled"
2708175,18,stated,"Crackers, whole grain, sandwich, peanut butter filled"
2708176,18,stated,"Crackers, sandwich, cheese filled"
2708177,18,stated,"Crackers, sandwich, cheese filled (Ritz)"
2708178,18,stated,"Crackers, water"
2708179,18,stated,"Crackers, wonton"
2708180,18,stated,"Crackers, woven wheat"
2708181,18,stated,"Crackers, woven wheat, plain (Triscuit)"
2708182,18,stated,"Crackers, woven wheat, flavored (Triscuit)"
2708183,18,stated,"Crackers, woven wheat, reduced fat"
2708184,18,stated,"Crackers, wheat"
2708185,18,stated,"Crackers, wheat, plain (Wheat Thins)"
2708186,18,stated,"Crackers, wheat, flavored (Wheat Thins)"
2708187,18,stated,"Crackers, wheat, reduced fat"
2708188,18,stated,"Crackers, gluten free, plain"
2708189,18,stated,"Crackers, gluten free, flavored"
2708190,7,stated,"Baby Toddler crackers"
2708191,7,stated,"Baby Toddler puffs, fruit"
2708192,7,stated,"Baby Toddler puffs, vegetable"
2708193,7,stated,"Baby Toddler crunchies"
2708194,7,stated,"Baby Toddler wheels"
2708195,95,stated,"Corn nuts"
2708196,45,stated,"Corn chips, plain"
2708197,45,stated,"Corn chips, flavored"
2708198,45,stated,"Corn chips, plain (Fritos)"
2708199,45,stated,"Corn chips, flavored (Fritos)"
2708200,35,stated,"Cheese flavored corn snacks"
2708201,35,stated,"Cheese flavored corn snacks, reduced fat"
2708202,30,stated,"Tortilla chips, plain"
2708203,35,stated,"Cheese flavored corn snacks (Cheetos)"
2708204,30,stated,"Tortilla chips, flavored"
2708205,45,stated,"Corn chips, reduced sodium"
2708206,30,stated,"Tortilla chips, nacho cheese flavor (Doritos)"
2708207,30,stated,"Tortilla chips, cool ranch flavor (Doritos)"
2708208,30,stated,"Tortilla chips, other flavors (Doritos)"
2708209,30,stated,"Tortilla chips, reduced fat, plain"
2708210,30,stated,"Tortilla chips, reduced fat, flavored"
2708211,30,stated,"Tortilla chips, low fat, unsalted"
2708212,30,stated,"Tortilla chips, reduced sodium"
2708213,60,stated,"Snack mix"
2708214,28,stated,"Potato chips, restructured, multigrain"
2708215,60,stated,"Pita chips"
2708216,35,stated,"Popcorn, NFS"
2708217,35,stated,"Popcorn, movie theater, with added butter"
2708218,28,stated,"Popcorn, movie theater, no butter added"
2708219,20,stated,"Popcorn, air-popped, no butter added"
2708220,28,stated,"Popcorn, air-popped, with added butter"
2708221,28,stated,"Popcorn, popped in oil, no butter added"
2708222,35,stated,"Popcorn, popped in oil, with added butter"
2708223,35,stated,"Popcorn, microwave, NFS"
2708224,28,stated,"Popcorn, microwave, plain"
2708225,28,stated,"Popcorn, microwave, plain, light"
2708226,28,stated,"Popcorn, microwave, low sodium"
2708227,35,stated,"Popcorn, microwave, butter flavored"
2708228,28,stated,"Popcorn, microwave, flavored, light"
2708229,35,stated,"Popcorn, microwave, cheese flavored"
2708230,35,stated,"Popcorn, microwave, kettle"
2708231,35,stated,"Popcorn, ready-to-eat, NFS"
2708232,28,stated,"Popcorn, ready-to-eat, plain"
2708233,28,stated,"Popcorn, ready-to-eat, plain, light"
2708234,28,stated,"Popcorn, ready-to-eat, low sodium"
2708235,35,stated,"Popcorn, ready-to-eat, butter flavored"
2708236,35,stated,"Popcorn, ready-to-eat, cheese flavored"
2708237,28,stated,"Popcorn, ready-to-eat, flavored, light"
2708238,35,stated,"Popcorn, ready-to-eat, kettle"
2708239,35,stated,"Popcorn, caramel coated"
2708240,42,stated,"Popcorn, caramel coated, with nuts"
2708241,35,stated,"Popcorn, chocolate coated"
2708242,30,stated,"Popcorn chips, plain"
2708243,30,stated,"Popcorn chips, other flavors"
2708244,30,stated,"Popcorn chips, sweet flavors"
2708245,15,stated,"Onion flavored rings"
2708246,40,stated,"Shrimp chips"
2708247,28,stated,"Pretzels, NFS"
2708248,28,stated,"Pretzels, hard, NFS"
2708249,28,stated,"Pretzels, hard, plain, salted"
2708250,28,stated,"Pretzels, hard, plain, lightly salted"
2708251,28,stated,"Pretzels, hard, plain, unsalted"
2708252,28,stated,"Pretzels, hard, flavored"
2708253,28,stated,"Pretzels, hard, multigrain"
2708254,28,stated,"Pretzels, hard, plain, gluten free"
2708255,28,stated,"Pretzels, hard, flavored, gluten free"
2708256,28,stated,"Pretzel chips, hard, plain"
2708257,28,stated,"Pretzel chips, hard, flavored"
2708258,28,stated,"Pretzel chips, hard, gluten free"
2708259,28,stated,"Pretzels, hard, coated, NFS"
2708260,28,stated,"Pretzels, hard, chocolate coated"
2708261,28,stated,"Pretzels, hard, white chocolate coated"
2708262,28,stated,"Pretzels, hard, yogurt coated"
2708263,28,stated,"Pretzels, hard, coated, gluten free"
2708264,28,stated,"Pretzels, hard, filled, NFS"
2708265,28,stated,"Pretzels, hard, cheese filled"
2708266,28,stated,"Pretzels, hard, peanut butter filled"
2708267,120,stated,"Pretzels, soft, NFS"
2708268,120,stated,"Pretzels, soft, ready-to-eat, NFS"
2708269,120,stated,"Pretzels, soft, ready-to-eat, salted, buttered"
2708270,120,stated,"Pretzels, soft, ready-to-eat, unsalted, buttered"
2708271,120,stated,"Pretzels, soft, ready-to-eat, salted, no butter"
2708272,120,stated,"Pretzels, soft, ready-to-eat, unsalted, no butter"
2708273,147,stated,"Pretzels, soft, ready-to-eat, cinnamon sugar coated"
2708274,125,stated,"Pretzels, soft, ready-to-eat, coated or flavored"
2708275,147,stated,"Pretzels, soft, ready-to-eat, topped with meat"
2708276,147,stated,"Pretzels, soft, ready-to-eat, topped with cheese"
2708277,71,stated,"Pretzels, soft, from frozen, NFS"
2708278,71,stated,"Pretzels, soft, from frozen, salted"
2708279,71,stated,"Pretzels, soft, from frozen, unsalted"
2708280,71,stated,"Pretzels, soft, from frozen, cinnamon sugar coated"
2708281,71,stated,"Pretzels, soft, from frozen, coated or flavored"
2708282,71,stated,"Pretzels, soft, from frozen, topped with meat"
2708283,71,stated,"Pretzels, soft, from frozen, topped with cheese"
2708284,99,stated,"Pretzels, soft, filled with cheese"
2708285,71,stated,"Pretzels, soft, from school lunch"
2708286,120,stated,"Pretzels, soft, multigrain"
2708287,95,stated,"Pretzels, soft, gluten free"
2708288,95,stated,"Pretzels, soft, gluten free, cinnamon sugar coated"
2708289,95,stated,"Pretzels, soft, gluten free, coated or flavored"
2708290,30,stated,"Multigrain chips (Sun Chips)"
2708291,60,stated,"Snack mix, plain (Chex Mix)"
2708292,18,stated,"Bagel chips"
2708293,18,stated,"Cracker chips"
2708294,100,stated,"Pancakes, NFS"
2708295,80,stated,"Pancakes, plain, frozen"
2708296,80,stated,"Pancakes, fruit, frozen"
2708297,80,stated,"Pancakes, chocolate, frozen"
2708298,80,stated,"Pancakes, whole grain, frozen"
2708299,100,stated,"Pancakes, plain, fast food / restaurant"
2708300,100,stated,"Pancakes, fruit, fast food / restaurant"
2708301,100,stated,"Pancakes, chocolate, fast food / restaurant"
2708302,100,stated,"Pancakes, whole grain, fast food / restaurant"
2708303,80,stated,"Pancakes, school"
2708304,100,stated,"Pancakes, plain"
2708305,100,stated,"Pancakes, plain, reduced fat"
2708306,100,stated,"Pancakes, fruit"
2708307,100,stated,"Pancakes, pumpkin"
2708308,100,stated,"Pancakes, chocolate"
2708309,100,stated,"Pancakes, whole grain"
2708310,100,stated,"Pancakes, whole grain, reduced fat"
2708311,100,stated,"Pancakes, gluten free"
2708312,75,stated,"Waffle, NFS"
2708313,80,stated,"Waffle, plain, frozen"
2708314,80,stated,"Waffle, plain, reduced fat"
2708315,80,stated,"Waffle, fruit, frozen"
2708316,80,stated,"Waffle, chocolate, frozen"
2708317,80,stated,"Waffle, whole grain, frozen"
2708318,80,stated,"Waffle, whole grain, reduced fat"
2708319,80,stated,"Waffle, whole grain, fruit, frozen"
2708320,75,stated,"Waffle, plain, fast food / restaurant"
2708321,75,stated,"Waffle, chocolate, fast food / restaurant"
2708322,75,stated,"Waffle, fruit, fast food / restaurant"
2708323,75,stated,"Waffle, whole grain, fast food / restaurant"
2708324,80,stated,"Waffle, school"
2708325,75,stated,"Waffle, plain"
2708326,75,stated,"Waffle, fruit"
2708327,75,stated,"Waffle, chocolate"
2708328,75,stated,"Waffle, cinnamon"
2708329,75,stated,"Waffle, whole grain"
2708330,75,stated,"Waffle, gluten free"
2708331,60,stated,"French toast, NFS"
2708332,60,stated,"French toast, frozen"
2708333,85,stated,"French toast, fast food / restaurant"
2708334,60,stated,"French toast, school"
2708335,65,stated,"French toast, plain"
2708336,65,stated,"French toast, whole grain"
2708337,65,stated,"French toast, gluten free"
2708338,90,stated,"French toast sticks"
2708339,100,stated,"French toast sticks, fast food / restaurant"
2708340,100,stated,"French toast sticks, school"
2708341,80,stated,"Crepe, NFS"
2708342,65,stated,"Crepe, plain"
2708343,28,stated,"Chinese pancake"
2708344,75,stated,"Dumpling, no meat"
2708345,28.35,stated,"Cake made with glutinous rice"
2708346,76,stated,"Idli"
2708347,80,stated,"Dosa, plain"
2708348,16,stated,"Cake made with glutinous rice and dried beans"
2708349,70,stated,"Funnel cake with sugar"
2708350,70,stated,"Funnel cake with sugar and fruit"
2708351,140,stated,"Pasta, vegetable, cooked"
2708352,160,stated,"Noodles, cooked"
2708353,160,stated,"Noodles, whole grain, cooked"
2708354,56,stated,"Noodles, chow mein"
2708355,190,stated,"Long rice noodles, made from mung beans, cooked"
2708356,175,stated,"Rice noodles, cooked"
2708357,140,stated,"Pasta, cooked"
2708358,140,stated,"Pasta, whole grain, cooked"
2708359,140,stated,"Pasta, gluten free"
2708360,240,stated,"Cereal, cooked, NFS"
2708361,170,stated,"Barley"
2708362,170,stated,"Buckwheat groats"
2708363,240,stated,"Grits, NFS"
2708364,240,stated,"Grits, regular or quick, made with water, NS as to fat"
2708365,240,stated,"Grits, regular or quick, made with water, no added fat"
2708366,240,stated,"Grits, regular or quick, made with water, fat added"
2708367,240,stated,"Grits, with cheese, NS as to fat"
2708368,240,stated,"Grits, with cheese, no added fat"
2708369,240,stated,"Grits, with cheese, fat added"
2708370,240,stated,"Grits, instant, made with water, no added fat"
2708371,240,stated,"Grits, instant, made with water, fat added"
2708372,240,stated,"Grits, instant, made with water, NS as to fat"
2708373,240,stated,"Cornmeal mush, NS as to fat"
2708374,240,stated,"Cornmeal mush, no added fat"
2708375,240,stated,"Cornmeal mush, fat added"
2708376,240,stated,"Masa harina, cooked"
2708377,170,stated,"Millet"
2708378,240,stated,"Oatmeal, fast food, plain"
2708379,240,stated,"Oatmeal, fast food, flavored"
2708380,240,stated,"Oatmeal, NFS"
2708381,240,stated,"Oatmeal, regular or quick, made with water, no added fat"
2708382,240,stated,"Oatmeal, regular or quick, made with water, fat added"
2708383,240,stated,"Oatmeal, regular or quick, made with milk, no added fat"
2708384,240,stated,"Oatmeal, regular or quick, made with milk, fat added"
2708385,240,stated,"Oatmeal, regular or quick, made with non-dairy milk, no added fat"
2708386,240,stated,"Oatmeal, regular or quick, made with non-dairy milk, fat added"
2708387,240,stated,"Oatmeal, instant, plain, made with water, no added fat"
2708388,240,stated,"Oatmeal, instant, plain, made with water, fat added"
2708389,240,stated,"Oatmeal, instant, plain, made with milk, no added fat"
2708390,240,stated,"Oatmeal, instant, plain, made with milk, fat added"
2708391,240,stated,"Oatmeal, instant, plain, made with non-dairy milk, no added fat"
2708392,240,stated,"Oatmeal, instant, plain, made with non-dairy milk, fat added"
2708393,240,stated,"Oatmeal, instant, maple flavored, no added fat"
2708394,240,stated,"Oatmeal, instant, maple flavored, fat added"
2708395,240,stated,"Oatmeal, instant, fruit flavored, no added fat"
2708396,240,stated,"Oatmeal, instant, fruit flavored, fat added"
2708397,240,stated,"Oatmeal, reduced sugar"
2708398,240,stated,"Oatmeal, multigrain"
2708399,170,stated,"Quinoa, NS as to fat"
2708400,170,stated,"Quinoa, no added fat"
2708401,170,stated,"Quinoa, fat added"
2708402,118,stated,"Rice, cooked, NFS"
2708403,122,stated,"Rice, white, cooked, NS as to fat"
2708404,122,stated,"Rice, white, cooked, made with oil"
2708405,122,stated,"Rice, white, cooked, made with butter"
2708406,122,stated,"Rice, white, cooked, made with margarine"
2708407,122,stated,"Rice, white, cooked, fat added, NS as to fat type"
2708408,118,stated,"Rice, white, cooked, no added fat"
2708409,147,stated,"Rice, brown, cooked, NS as to fat"
2708410,147,stated,"Rice, brown, cooked, fat added, made with oil"
2708411,147,stated,"Rice, brown, cooked, made with butter"
